epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
epoch	training_loss	training_acc	valid_loss	valid_acc
